SRL,Course,Section,Faculty,Time,Room,Seats Available
2852.,PBH101L,54,MIMd,T 04:20 PM - 05:50 PM,SAC411_V,0
2853.,PBH101L,55,ZZS,W 08:00 AM - 09:30 AM,SAC411_V,0
2854.,PBH101L,56,SYK,W 09:40 AM - 11:10 AM,SAC411_V,0
2855.,PBH101L,57,SoM,W 11:20 AM - 12:50 PM,SAC411_V,0
2856.,PBH101L,58,SNL,W 01:00 PM - 02:30 PM,SAC411_V,0
2857.,PBH101L,59,SYK,W 02:40 PM - 04:10 PM,SAC411_V,0
2858.,PBH101L,60,SNL,W 04:20 PM - 05:50 PM,SAC411_V,11
2859.,PBH101L,61,ZZS,R 08:00 AM - 09:30 AM,SAC411_V,0
2860.,PBH101L,62,NUM,R 09:40 AM - 11:10 AM,SAC411_V,2
2861.,PBH101L,63,NUM,R 11:20 AM - 12:50 PM,SAC411_V,6
2862.,PBH101L,64,SoM,R 01:00 PM - 02:30 PM,SAC411_V,0
2863.,PBH101L,65,MIMd,R 02:40 PM - 04:10 PM,SAC411_V,0
2864.,PBH101L,66,MIMd,R 04:20 PM - 05:50 PM,SAC411_V,0
2865.,PBH101L,67,ZZS,A 08:00 AM - 09:30 AM,SAC411_V,10
2866.,PBH101L,68,ZZS,A 09:40 AM - 11:10 AM,SAC411_V,0
2867.,PBH101L,69,NUM,A 11:20 AM - 12:50 PM,SAC411_V,5
2868.,PBH101L,70,NUM,A 01:00 PM - 02:30 PM,SAC411_V,0
2869.,PBH101L,71,SNL,A 02:40 PM - 04:10 PM,SAC411_V,7
2870.,PBH602,1,SMSR,F 03:00 PM - 06:00 PM,SAC407,12
2871.,PBH602,2,DHH,F 03:00 PM - 06:00 PM,SAC406,0
2872.,PBH602,4,DKM,F 03:00 PM - 06:00 PM,SAC405,0
2873.,PBH602,6,AzB,F 03:00 PM - 06:00 PM,SAC404,1
2874.,PBH602,9,MZIm,F 10:35 AM - 01:20 PM,SAC205,10
2875.,PBH605,2,SMSR,TBA,TBA,0
2876.,PBH605,3,HtN,TBA,TBA,0
2877.,PBH605,4,MZIm,TBA,TBA,2
2878.,PBH609,1,MZIm,F 07:30 AM - 10:30 AM,SAC402,25
2879.,PBH611,1,DKM,S 06:00 PM - 09:10 PM,SAC401,11
2880.,PBH611,3,Hmn,F 10:35 AM - 01:20 PM,SAC404,2
2881.,PBH611,5,DKM,F 07:30 AM - 10:30 AM,OAT601,11
2882.,PBH631,1,Kqz,T 06:00 PM - 09:10 PM,SAC401,16
2883.,PBH631,2,Mnz,F 03:00 PM - 06:00 PM,SAC401,3
2884.,PBH631,3,MTj,F 06:10 PM - 09:00 PM,SAC405,4
2885.,PBH642,1,SMSR,M 06:00 PM - 09:10 PM,SAC401,3
2886.,PBH642,2,MMHK,F 07:30 AM - 10:30 AM,SAC316,8
2887.,PBH642,5,DKM,F 10:35 AM - 01:20 PM,OAT601,2
2888.,PBH644,1,SBAH,F 10:35 AM - 01:20 PM,SAC401,21
2889.,PBH653,1,ZQM,F 10:35 AM - 01:20 PM,SAC311,29
2890.,PBH663,1,BCh,W 06:00 PM - 09:10 PM,SAC401,14
2891.,PBH663,2,SBAH,F 03:00 PM - 06:00 PM,SAC801A,0
2892.,PBH663,3,SBAH,F 06:10 PM - 09:00 PM,SAC403,2
2893.,PBH671,1,DHH,F 07:30 AM - 10:30 AM,SAC207,0
2894.,PBH672,1,SjZ,F 10:35 AM - 01:20 PM,SAC403,19
2895.,PBH678,1,MZIm,F 06:10 PM - 09:00 PM,SAC407,25
2896.,PBH701,1,HtN,T 06:00 PM - 09:10 PM,SAC402,23
2897.,PBH701,2,HtN,F 10:35 AM - 01:20 PM,SAC405,15
2898.,PBH701,3,MZIm,F 03:00 PM - 06:00 PM,SAC308,1
2899.,PBH704,1,ZqAA,F 07:30 AM - 10:30 AM,SAC405,23
2900.,PBH706,1,NaA,F 03:00 PM - 06:00 PM,SAC403,20
2901.,PBH711,1,IsR,W 06:00 PM - 09:10 PM,LIB609,21
2902.,PBH711,2,AzB,F 10:35 AM - 01:20 PM,LIB608,1
2903.,PBH711,3,MLM,F 07:30 AM - 10:30 AM,LIB607,0
2904.,PBH712,1,SMSR,R 06:00 PM - 09:00 PM,SAC402,25
2905.,PBH712,2,AzB,F 07:30 AM - 10:30 AM,SAC406,5
2906.,PBH712,3,SMSR,F 10:35 AM - 01:20 PM,SAC407,3
2907.,PBH713,2,BCh,F 07:30 AM - 10:30 AM,SAC206,22
2908.,PBH714,3,ZZS,F 06:10 PM - 09:00 PM,LIB607,5
2909.,PBH742,1,DHH,T 06:00 PM - 09:10 PM,SAC403,13
2910.,PBH742,2,DHH,F 10:35 AM - 01:20 PM,SAC406,12
2911.,PBH742,3,MTI,F 03:00 PM - 06:00 PM,SAC402,6
2912.,PBH745,1,SMSR,F 06:10 PM - 09:00 PM,SAC406,11
2913.,PBH761,1,SMSR,F 07:30 AM - 10:30 AM,SAC404,8
2914.,PBH771,1,BCh,F 06:10 PM - 09:00 PM,SAC206,0
2915.,PBH781,1,BCh,F 07:30 AM - 10:30 AM,SAC208,0
2916.,PBH782,1,BCh,F 06:10 PM - 09:00 PM,SAC204,0
2917.,PBH805,1,SMSR,TBA,TBA,18
2918.,PBH805,2,DHH,TBA,TBA,0
2919.,PBH805,4,DKM,TBA,TBA,0
2920.,PBH805,6,AzB,TBA,TBA,7
2921.,PBH805,7,HtN,TBA,TBA,15
2922.,PBH805,9,MZIm,TBA,TBA,11
2923.,PBH806,1,SMSR,TBA,TBA,10
2924.,PBH806,2,DHH,TBA,TBA,0
2925.,PBH806,4,DKM,TBA,TBA,2
2926.,PBH806,6,AzB,TBA,TBA,7
2927.,PBH806,7,HtN,TBA,TBA,17
2928.,PBH806,9,MZIm,TBA,TBA,19
2929.,PBH842,1,HtN,S 06:00 PM - 09:10 PM,SAC402,15
2930.,PBH842,2,sr,F 06:10 PM - 09:00 PM,SAC404,0
2931.,PBH842,3,HtN,F 03:00 PM - 06:00 PM,SAC309,18
2932.,PHI101,1,Mtn4,RA 09:40 AM - 11:10 AM,NAC407,0
2933.,PHI101,2,Mtn4,RA 11:20 AM - 12:50 PM,NAC407,0
2934.,PHI101,3,Mtn4,RA 02:40 PM - 04:10 PM,NAC407,1
2935.,PHI101,4,JSU,RA 08:00 AM - 09:30 AM,NAC406,1
2936.,PHI101,5,JSU,RA 09:40 AM - 11:10 AM,NAC406,1
2937.,PHI101,6,JSU,RA 01:00 PM - 02:30 PM,NAC216,0
2938.,PHI101,7,Mnt,RA 11:20 AM - 12:50 PM,NAC215,0
2939.,PHI104,1,MnT,RA 02:40 PM - 04:10 PM,NAC215,0
2940.,PHI104,2,MNT,RA 04:20 PM - 05:50 PM,NAC215,0
2941.,PHI104,4,LFR,RA 11:20 AM - 12:50 PM,SAC801A,0
2942.,PHI104,5,LFR,RA 02:40 PM - 04:10 PM,NAC621,0
2943.,PHI104,6,SYN,MW 08:00 AM - 09:30 AM,NAC621,0
2944.,PHI104,7,SYN,MW 02:40 PM - 04:10 PM,NAC991,1
2945.,PHI104,8,SYN,MW 04:20 PM - 05:50 PM,NAC992,0
2946.,PHI104,9,KIS,RA 08:00 AM - 09:30 AM,NAC620,9
2947.,PHI104,10,KIS,RA 11:20 AM - 12:50 PM,NAC201,0
2948.,PHI104,11,KIS,RA 01:00 PM - 02:30 PM,NAC991,13
2949.,PHI104,12,MMEE,RA 02:40 PM - 04:10 PM,NAC406,0
2950.,PHI104,13,MMEE,RA 04:20 PM - 05:50 PM,NAC406,0
2951.,PHI401,1,EzK,ST 01:00 PM - 02:30 PM,NAC407,1
2952.,PHI401,2,EzK,MW 08:00 AM - 09:30 AM,NAC517,1
2953.,PHI401,3,ZkH1,MW 08:00 AM - 09:30 AM,NAC215,0
2954.,PHI401,4,ZKH1,MW 11:20 AM - 12:50 PM,SAC311,0
2955.,PHI401,5,ZkH1,MW 01:00 PM - 02:30 PM,NAC621,0
2956.,PHI401,6,KTRS,ST 04:20 PM - 05:50 PM,NAC216,0
2957.,PHI401,9,RDN,ST 04:20 PM - 05:50 PM,NAC993,0
2958.,PHI401,10,RDN,ST 02:40 PM - 04:10 PM,NAC993,0
2959.,PHI401,11,KTRS,MW 04:20 PM - 05:50 PM,NAC215,0
2960.,PHR110,1,NAFN,MW 04:20 PM - 05:50 PM,SAC213,0
2961.,PHR110,2,AMP,ST 11:20 AM - 12:50 PM,SAC212,0
2962.,PHR110,3,ZIZ,ST 11:20 AM - 12:50 PM,SAC302,0
2963.,PHR112,1,ABP,MW 11:20 AM - 12:50 PM,SAC971,0
2964.,PHR112,2,REKM,MW 04:20 PM - 05:50 PM,SAC301,3
2965.,PHR112,3,JIH,MW 02:40 PM - 04:10 PM,SAC215,1
2966.,PHR112,4,JIH,MW 11:20 AM - 12:50 PM,SAC302,0
2967.,PHR113,1,MFL,ST 04:20 PM - 05:50 PM,SAC969,0
2968.,PHR113,2,JKH,RA 09:40 AM - 11:10 AM,SAC212,0
2969.,PHR113,3,MZRN,RA 09:40 AM - 11:10 AM,SAC970,0
2970.,PHR113,4,MFO,MW 09:40 AM - 11:10 AM,SAC215,0
2971.,PHR114,1,SIL2,ST 11:20 AM - 12:50 PM,SAC213,0
2972.,PHR114,2,SIL2,ST 01:00 PM - 02:30 PM,SAC213,0
2973.,PHR114,3,JIH,ST 04:20 PM - 05:50 PM,SAC215,0
2974.,PHR114,4,JAC,RA 02:40 PM - 04:10 PM,SAC969,15
2975.,PHR114L,1,FRK,S 11:20 AM - 12:50 PM,SAC608,0
2976.,PHR114L,2,AAS,W 01:00 PM - 02:30 PM,SAC608,1
2977.,PHR114L,3,AAS,T 09:40 AM - 11:10 AM,SAC608,0
2978.,PHR114L,4,UMZ,R 01:00 PM - 02:30 PM,SAC608,2
2979.,PHR114L,5,SIL2,M 09:40 AM - 11:10 AM,SAC608,0
2980.,PHR114L,6,SSB3,W 11:20 AM - 12:50 PM,SAC612,2
2981.,PHR120,1,AMZ,MW 08:00 AM - 09:30 AM,SAC604,13
2982.,PHR120,2,AMZ,MW 09:40 AM - 11:10 AM,SAC604,0
2983.,PHR120,3,JKH,RA 01:00 PM - 02:30 PM,SAC212,0
2984.,PHR120,4,JKH,RA 02:40 PM - 04:10 PM,SAC212,4
2985.,PHR120L,1,TYS,M 02:40 PM - 04:10 PM,SAC608,0
2986.,PHR120L,2,MFO,M 01:00 PM - 02:30 PM,SAC608,0
2987.,PHR120L,3,TYS,S 01:00 PM - 02:30 PM,SAC608,0
2988.,PHR120L,4,REKM,W 02:40 PM - 04:10 PM,SAC608,0
2989.,PHR120L,5,HNM,S 02:40 PM - 04:10 PM,SAC608,0
2990.,PHR121,1,TYS,ST 11:20 AM - 12:50 PM,SAC215,9
2991.,PHR121,2,TYS,ST 09:40 AM - 11:10 AM,SAC215,10
2992.,PHR121,3,MFO,MW 08:00 AM - 09:30 AM,SAC212,4
2993.,PHR121,4,HNM,ST 01:00 PM - 02:30 PM,SAC969,0
2994.,PHR122,1,SIL2,MW 11:20 AM - 12:50 PM,SAC212,0
2995.,PHR122,2,MFO,RA 09:40 AM - 11:10 AM,SAC301,7
2996.,PHR122,3,MFO,RA 11:20 AM - 12:50 PM,SAC301,0
2997.,PHR122,4,SIL2,ST 04:20 PM - 05:50 PM,SAC214,0
2998.,PHR122L,1,SIL2,W 09:40 AM - 11:10 AM,SAC608,0
2999.,PHR122L,2,MHS3,T 11:20 AM - 12:50 PM,SAC608,0
3000.,PHR122L,3,JIH,T 01:00 PM - 02:30 PM,SAC608,0
3001.,PHR122L,4,AAS,T 02:40 PM - 04:10 PM,SAC608,0
3002.,PHR122L,5,MFO,W 11:20 AM - 12:50 PM,SAC608,3
3003.,PHR123,1,SIL2,MW 01:00 PM - 02:30 PM,SAC212,0
3004.,PHR123,2,UMZ,MW 08:00 AM - 09:30 AM,SAC214,9
3005.,PHR123,3,REKM,MW 01:00 PM - 02:30 PM,SAC301,0
3006.,PHR123,4,JAC,RA 04:20 PM - 05:50 PM,SAC969,0
3007.,PHR124,1,PJA,ST 09:40 AM - 11:10 AM,SAC969,0
3008.,PHR124,2,ZIZ,RA 09:40 AM - 11:10 AM,SAC213,0
3009.,PHR124,3,ZIZ,RA 11:20 AM - 12:50 PM,SAC213,0
3010.,PHR124,4,UMZ,MW 01:00 PM - 02:30 PM,SAC214,18
3011.,PHR124L,1,ZIZ,T 09:40 AM - 11:10 AM,SAC603,3
3012.,PHR124L,2,PJA,T 01:00 PM - 02:30 PM,SAC603,0
3013.,PHR124L,3,AMP,S 01:00 PM - 02:30 PM,SAC603,1
3014.,PHR124L,4,HRZ,M 01:00 PM - 02:30 PM,SAC603,7
3015.,PHR124L,5,SIL2,S 09:40 AM - 11:10 AM,SAC603,0
3016.,PHR124L,6,ATY,S 11:20 AM - 12:50 PM,SAC603,0
3017.,PHR210,1,JIH,MW 09:40 AM - 11:10 AM,SAC968,0
3018.,PHR210,2,Mna,MW 11:20 AM - 12:50 PM,SAC968,9
3019.,PHR210,3,ZIZ,RA 02:40 PM - 04:10 PM,SAC213,14
3020.,PHR210L,1,PJA,S 02:40 PM - 04:10 PM,SAC602,0
3021.,PHR210L,2,SIL2,T 09:40 AM - 11:10 AM,SAC602,0
3022.,PHR210L,3,AAs,S 09:40 AM - 11:10 AM,SAC602,8
3023.,PHR210L,4,HRZ,S 01:00 PM - 02:30 PM,SAC602,0
3024.,PHR211,1,ABP,MW 04:20 PM - 05:50 PM,SAC971,0
3025.,PHR211,2,RAM,ST 01:00 PM - 02:30 PM,SAC212,0
3026.,PHR211,3,hhm,ST 02:40 PM - 04:10 PM,SAC212,0
3027.,PHR211,4,RAM,ST 09:40 AM - 11:10 AM,SAC212,0
3028.,PHR211L,1,TYS,S 02:40 PM - 04:10 PM,SAC605B,1
3029.,PHR211L,2,TYS,W 01:00 PM - 02:30 PM,SAC605B,1
3030.,PHR211L,3,RAM,M 01:00 PM - 02:30 PM,SAC605B,0
3031.,PHR211L,4,NAFN,W 11:20 AM - 12:50 PM,SAC605B,0
3032.,PHR211L,5,RAm,R 01:00 PM - 02:30 PM,SAC605B,0
3033.,PHR212,1,BNN,MW 02:40 PM - 04:10 PM,SAC303,0
3034.,PHR212,2,MSI,RA 04:20 PM - 05:50 PM,SAC301,14
3035.,PHR212,3,BNN,MW 01:00 PM - 02:30 PM,SAC303,0
3036.,PHR212L,1,UMZ,M 02:40 PM - 04:10 PM,SAC611,1
3037.,PHR212L,2,FRK,T 11:20 AM - 12:50 PM,SAC611,0
3038.,PHR212L,3,BNN,S 11:20 AM - 12:50 PM,SAC611,0
3039.,PHR212L,4,UMZ,W 09:40 AM - 11:10 AM,SAC611,4
3040.,PHR213,1,MBUN,ST 11:20 AM - 12:50 PM,SAC214,6
3041.,PHR213,2,ATY,MW 01:00 PM - 02:30 PM,SAC213,0
3042.,PHR213,3,MBUN,ST 01:00 PM - 02:30 PM,SAC214,9
3043.,PHR213,4,AAS,MW 11:20 AM - 12:50 PM,SAC214,0
3044.,PHR214,1,SSB3,MW 09:40 AM - 11:10 AM,SAC214,0
3045.,PHR214,2,TYS,MW 11:20 AM - 12:50 PM,SAC215,0
3046.,PHR214,3,HNM,ST 09:40 AM - 11:10 AM,SAC214,0
3047.,PHR215,1,HNM,MW 09:40 AM - 11:10 AM,SAC969,0
3048.,PHR215,2,HNM,MW 01:00 PM - 02:30 PM,SAC969,0
3049.,PHR215,4,NUS,ST 04:20 PM - 05:50 PM,SAC968,0
3050.,PHR215L,1,AMP,M 01:00 PM - 02:30 PM,SAC607,5
3051.,PHR215L,2,MHS3,S 02:40 PM - 04:10 PM,SAC607,0
3052.,PHR215L,3,HNM,S 11:20 AM - 12:50 PM,SAC607,0
3053.,PHR215L,4,ATY,W 11:20 AM - 12:50 PM,SAC607,4
3054.,PHR215L,5,NUS,W 01:00 PM - 02:30 PM,SAC607,4
3055.,PHR221,1,MNA,ST 09:40 AM - 11:10 AM,SAC970,0
3056.,PHR221,2,MZRN,ST 11:20 AM - 12:50 PM,SAC604,0
3057.,PHR221,3,MZRN,RA 11:20 AM - 12:50 PM,SAC970,12
3058.,PHR221L,1,MZRN,S 09:40 AM - 11:10 AM,SAC611,1
3059.,PHR221L,2,MZRN,T 01:00 PM - 02:30 PM,SAC611,0
3060.,PHR221L,3,JKH,T 09:40 AM - 11:10 AM,SAC611,0
3061.,PHR221L,4,SKM1,W 01:00 PM - 02:30 PM,SAC611,6
3062.,PHR222,1,BNN,ST 01:00 PM - 02:30 PM,SAC604,0
3063.,PHR222,2,NAFN,MW 02:40 PM - 04:10 PM,SAC302,5
3064.,PHR222,3,NAFN,MW 09:40 AM - 11:10 AM,SAC213,0
3065.,PHR222L,1,MHS3,S 09:40 AM - 11:10 AM,SAC607,0
3066.,PHR222L,2,ZIZ,S 01:00 PM - 02:30 PM,SAC607,4
3067.,PHR222L,3,MHS3,T 09:40 AM - 11:10 AM,SAC607,0
3068.,PHR222L,4,MFO,M 11:20 AM - 12:50 PM,SAC611,6
3069.,PHR222L,5,BNN,T 11:20 AM - 12:50 PM,SAC612,0
3070.,PHR222L,6,ATY,M 11:20 AM - 12:50 PM,SAC607,0
3071.,PHR223,1,PJA,MW 11:20 AM - 12:50 PM,SAC969,3
3072.,PHR223,2,SSB3,ST 09:40 AM - 11:10 AM,SAC213,0
3073.,PHR223,3,MFO,RA 02:40 PM - 04:10 PM,SAC215,12
3074.,PHR223,4,PJA,MW 01:00 PM - 02:30 PM,SAC971,1
3075.,PHR223L,1,MFO,W 01:00 PM - 02:30 PM,SAC603,1
3076.,PHR223L,2,HNM,W 11:20 AM - 12:50 PM,SAC603,0
3077.,PHR223L,3,MCS,M 11:20 AM - 12:50 PM,SAC603,6
3078.,PHR223L,4,GMR,T 11:20 AM - 12:50 PM,SAC603,0
3079.,PHR223L,5,PJA,M 09:40 AM - 11:10 AM,SAC603,0
3080.,PHR224,1,SMS3,ST 08:00 AM - 09:30 AM,SAC971,3
3081.,PHR224,2,SMS3,ST 09:40 AM - 11:10 AM,SAC301,11
3082.,PHR224,3,NUS,MW 09:40 AM - 11:10 AM,SAC971,13
3083.,PHR224L,1,AMP,W 01:00 PM - 02:30 PM,SAC602,4
3084.,PHR224L,2,NAFN,S 11:20 AM - 12:50 PM,SAC602,0
3085.,PHR224L,3,UMZ,W 11:20 AM - 12:50 PM,SAC602,11
3086.,PHR224L,4,SSB3,M 11:20 AM - 12:50 PM,SAC602,1
3087.,PHR224L,5,ZIZ,R 01:00 PM - 02:30 PM,SAC602,6
3088.,PHR225,1,MHS3,ST 01:00 PM - 02:30 PM,SAC303,0
3089.,PHR225,2,NAFN,ST 02:40 PM - 04:10 PM,SAC303,0
3090.,PHR225,3,NAFN,MW 01:00 PM - 02:30 PM,SAC302,9
3091.,PHR226,1,HRZ,ST 11:20 AM - 12:50 PM,SAC970,0
3092.,PHR226,2,GMR,MW 02:40 PM - 04:10 PM,SAC970,0
3093.,PHR226,3,HRZ,ST 04:20 PM - 05:50 PM,SAC970,12
3094.,PHR227,1,FRK,MW 11:20 AM - 12:50 PM,SAC301,0
3095.,PHR227,2,FRK,MW 01:00 PM - 02:30 PM,SAC604,0
3096.,PHR227,3,FRK,ST 02:40 PM - 04:10 PM,SAC213,0
3097.,PHR300,1,ABP,TBA,TBA,28
3098.,PHR300,2,MHS3,TBA,TBA,13
3099.,PHR300,3,NUS,TBA,TBA,4
3100.,PHR310,1,MNA,ST 01:00 PM - 02:30 PM,SAC970,0
3101.,PHR310,2,SLZ,RA 02:40 PM - 04:10 PM,SAC968,15
3102.,PHR310,3,EAM,RA 02:40 PM - 04:10 PM,SAC303,0
3103.,PHR310L,1,HRZ,M 09:40 AM - 11:10 AM,SAC609,3
3104.,PHR310L,2,HRZ,W 01:00 PM - 02:30 PM,SAC609,0
3105.,PHR310L,3,TYS,M 01:00 PM - 02:30 PM,SAC609,1
3106.,PHR310L,4,Mna,R 11:20 AM - 12:50 PM,SAC609,0
3107.,PHR310L,5,REKM,M 02:40 PM - 04:10 PM,SAC609,7
3108.,PHR310L,6,SKM1,S 11:20 AM - 12:50 PM,SAC609,1
3109.,PHR310L,7,REKM,T 02:40 PM - 04:10 PM,SAC609,7
3110.,PHR310L,8,JKH,S 09:40 AM - 11:10 AM,SAC609,1
3111.,PHR312,1,SMS3,MW 02:40 PM - 04:10 PM,SAC212,0
3112.,PHR312,2,NUS,MW 08:00 AM - 09:30 AM,SAC970,0
3113.,PHR312,3,SMS3,MW 04:20 PM - 05:50 PM,SAC604,0
3114.,PHR312L,1,ABP,M 02:40 PM - 04:10 PM,SAC602,8
3115.,PHR312L,2,Mna,W 02:40 PM - 04:10 PM,SAC602,0
3116.,PHR312L,3,SSB3,T 01:00 PM - 02:30 PM,SAC602,0
3117.,PHR312L,4,MCS,M 09:40 AM - 11:10 AM,SAC602,0
3118.,PHR312L,5,SSB3,M 01:00 PM - 02:30 PM,SAC602,0
3119.,PHR312L,6,SKM1,W 09:40 AM - 11:10 AM,SAC602,0
3120.,PHR313,1,AAS,ST 11:20 AM - 12:50 PM,SAC301,0
3121.,PHR313,2,MBUn,ST 02:40 PM - 04:10 PM,SAC968,0
3122.,PHR313,3,MNS,MW 04:20 PM - 05:50 PM,SAC970,4
3123.,PHR313L,1,ATY,S 02:40 PM - 04:10 PM,SAC601,0
3124.,PHR313L,2,MBUn,M 09:40 AM - 11:10 AM,SAC601,0
3125.,PHR313L,3,ATY,W 09:40 AM - 11:10 AM,SAC601,0
3126.,PHR313L,4,ZIZ,T 01:00 PM - 02:30 PM,SAC601,0
3127.,PHR313L,5,GMR,S 11:20 AM - 12:50 PM,SAC601,0
3128.,PHR314,1,FRK,ST 01:00 PM - 02:30 PM,SAC301,0
3129.,PHR314,2,GMR,ST 04:20 PM - 05:50 PM,SAC971,0
3130.,PHR314,3,DMN,MW 02:40 PM - 04:10 PM,SAC213,0
3131.,PHR314,4,RID,RA 02:40 PM - 04:10 PM,SAC971,35
3132.,PHR314L,1,UMZ,M 09:40 AM - 11:10 AM,SAC612,5
3133.,PHR314L,2,SKM1,M 01:00 PM - 02:30 PM,SAC612,0
3134.,PHR314L,3,FRK,T 09:40 AM - 11:10 AM,SAC612,0
3135.,PHR314L,4,TYs,T 02:40 PM - 04:10 PM,SAC612,0
3136.,PHR314L,5,JKH,S 02:40 PM - 04:10 PM,SAC612,0
3137.,PHR314L,6,TYS,T 01:00 PM - 02:30 PM,SAC612,0
3138.,PHR314L,7,MBUn,S 09:40 AM - 11:10 AM,SAC612,0
3139.,PHR322,1,ATY,ST 09:40 AM - 11:10 AM,SAC302,1
3140.,PHR322,2,ATY,ST 01:00 PM - 02:30 PM,SAC302,9
3141.,PHR322,3,SSB3,MW 02:40 PM - 04:10 PM,SAC214,0
3142.,PHR322L,1,RAm,T 11:20 AM - 12:50 PM,SAC607,0
3143.,PHR322L,2,RAM,W 01:00 PM - 02:30 PM,SAC612,0
3144.,PHR322L,3,SSB3,S 01:00 PM - 02:30 PM,SAC612,0
3145.,PHR322L,4,AAS,M 02:40 PM - 04:10 PM,SAC612,9
3146.,PHR322L,5,NAFN,M 11:20 AM - 12:50 PM,SAC612,1
3147.,PHR322L,6,MCS,S 11:20 AM - 12:50 PM,SAC612,4
3148.,PHR322L,7,JKH,R 11:20 AM - 12:50 PM,SAC612,0
3149.,PHR324,1,HHM,ST 11:20 AM - 12:50 PM,SAC971,1
3150.,PHR324,2,HHM,MW 02:40 PM - 04:10 PM,SAC969,8
3151.,PHR324,3,AAS,MW 09:40 AM - 11:10 AM,SAC303,0
3152.,PHR325,1,HRZ,ST 02:40 PM - 04:10 PM,SAC970,13
3153.,PHR325,2,PJA,ST 11:20 AM - 12:50 PM,SAC969,0
3154.,PHR325,3,MHS3,MW 01:00 PM - 02:30 PM,SAC215,0
3155.,PHR325,4,RAM,MW 02:40 PM - 04:10 PM,SAC971,0
3156.,PHR326,1,MBUN,MW 04:20 PM - 05:50 PM,SAC212,12
3157.,PHR326,2,ATY,MW 02:40 PM - 04:10 PM,SAC301,0
3158.,PHR326,3,MBUN,MW 11:20 AM - 12:50 PM,SAC213,0
3159.,PHR326,4,ATY,ST 08:00 AM - 09:30 AM,SAC969,0
3160.,PHR327,1,ZIZ,ST 02:40 PM - 04:10 PM,SAC214,0
3161.,PHR327,2,ZIZ,ST 04:20 PM - 05:50 PM,SAC604,2
3162.,PHR327,3,UMZ,RA 02:40 PM - 04:10 PM,SAC214,11
3163.,PHR400,1,HNM,TBA,TBA,10
3164.,PHR400,2,GMR,TBA,TBA,12
3165.,PHR400,3,HHM,TBA,TBA,20
3166.,PHR410,1,ABP,ST 11:20 AM - 12:50 PM,SAC968,1
3167.,PHR410,2,MFL,MW 01:00 PM - 02:30 PM,SAC970,0
3168.,PHR410,3,MFL,MW 04:20 PM - 05:50 PM,SAC969,0
3169.,PHR410,4,JIH,MW 04:20 PM - 05:50 PM,SAC215,2
3170.,PHR411,1,HHM,MW 09:40 AM - 11:10 AM,SAC970,0
3171.,PHR411,2,MNS,ST 01:00 PM - 02:30 PM,SAC968,10
3172.,PHR411,3,HHM,ST 09:40 AM - 11:10 AM,SAC971,0
3173.,PHR411L,1,HHM,W 11:20 AM - 12:50 PM,SAC601,0
3174.,PHR411L,2,HHM,M 01:00 PM - 02:30 PM,SAC601,0
3175.,PHR411L,3,HHM,M 11:20 AM - 12:50 PM,SAC601,1
3176.,PHR411L,4,RAM,R 11:20 AM - 12:50 PM,SAC602,8
3177.,PHR411L,5,HNM,T 11:20 AM - 12:50 PM,SAC601,0
3178.,PHR411L,6,HHM,S 01:00 PM - 02:30 PM,SAC601,1
3179.,PHR413,1,TBA,TBA,TBA,0
3180.,PHR415,1,SLZ,RA 04:20 PM - 05:50 PM,SAC968,2
3181.,PHR415,2,EAM,RA 04:20 PM - 05:50 PM,SAC303,0
3182.,PHR415,3,SSH,R 09:40 AM - 12:50 PM,SAC969,0
3183.,PHR418,1,AMP,MW 02:40 PM - 04:10 PM,SAC604,13
3184.,PHR418,2,SSB3,ST 02:40 PM - 04:10 PM,SAC302,0
3185.,PHR418,3,AMP,MW 11:20 AM - 12:50 PM,SAC604,7
3186.,PHR424,1,RAM,MW 11:20 AM - 12:50 PM,SAC303,1
3187.,PHR424,2,REKM,ST 04:20 PM - 05:50 PM,SAC213,0
3188.,PHR424,3,RAM,MW 04:20 PM - 05:50 PM,SAC214,4
3189.,PHR425,1,BNN,ST 02:40 PM - 04:10 PM,SAC604,7
3190.,PHR425,2,JKH,ST 08:00 AM - 09:30 AM,SAC968,0
3191.,PHR425,3,BNN,ST 09:40 AM - 11:10 AM,SAC303,2
3192.,PHR426,1,GMR,ST 01:00 PM - 02:30 PM,SAC971,0
3193.,PHR426,2,SKM1,ST 04:20 PM - 05:50 PM,SAC301,1
3194.,PHR426,3,SKM1,MW 04:20 PM - 05:50 PM,SAC303,2
3195.,PHR427,1,AMP,ST 09:40 AM - 11:10 AM,SAC604,17
3196.,PHR427,2,DMN,MW 04:20 PM - 05:50 PM,SAC302,0
3197.,PHR427,3,AMP,MW 09:40 AM - 11:10 AM,SAC212,13
3198.,PHR428,1,REKM,ST 01:00 PM - 02:30 PM,SAC215,0
3199.,PHR428,2,MCS,ST 04:20 PM - 05:50 PM,SAC303,0
3200.,PHR428,3,MCS,ST 02:40 PM - 04:10 PM,SAC971,0
3201.,PHR431,1,SER,RA 02:40 PM - 04:10 PM,SAC301,0
3202.,PHR431,2,ASC,RA 04:20 PM - 05:50 PM,SAC302,1
3203.,PHR500,1,HRZ,TBA,TBA,15
3204.,PHR500,2,FRK,TBA,TBA,0
3205.,PHR500,3,PJA,TBA,TBA,3
3206.,PHR5001,1,ABp,M 07:00 PM - 10:10 PM,SAC968,0
